Obs;LEERLAANT_TOTAAL;FTE_1;FTE_2;FTE_34;FTE_TOTAAL;FTE_BEDRAG_1;FTE_BEDRAG_2;FTE_BEDRAG_34;GEWPERC_VROUW_1;GEWPERC_VROUW_2;GEWPERC_VROUW_34;GEWGEM_LEEFTIJD_1;GEWGEM_LEEFTIJD_2;GEWGEM_LEEFTIJD_34;GEWPERC_DEELTIJD_1;GEWPERC_DEELTIJD_2;GEWPERC_DEELTIJD_34;GEWGEM_ERVARING_1;GEWGEM_ERVARING_2;GEWGEM_ERVARING_34;TOTALE_KOSTEN;KOST_DIRECTIE_JAAR;KOST_ONDERWIJZEND_JAAR;KOST_ONDERSTEUNING_JAAR;MAT_KOSTEN2;WMAN;WOP;WOND;PIG;ID_NUMMER;JAAR;REGIO;CATEGORIE;AANTALBRINSPERBG;TOT_LASTEN;AANTALVESTIGINGENPERBRIN;PERC_DEELTIJD;INNOV1;INNOV2;INNOV3;INNOV4;INNOV5;PERC_STED;TRADITIONEELBELEID;SLAGINGSPERCENTAGE;CONCURRENTIE;AGGR_RENDEMENT;INNOV_TOTAAL;APCG;CE;AANDEEL_AUTOCHTOON;AANDEEL_ONBEKEND;AANDEEL_NIETWESTALLOCHANTIL;AANDEEL_NIETWESTALLOCHSURINAAMS;AANDEEL_NIETWESTALLOCHTURKS;AANDEEL_OVERIGNIETWESTALLOCHTOON;AANDEEL_WESTERSALLOCHTOON;AANDEEL_OPGETELD;KOST111;KOST222;KOST333444;CE_VMBO;CE_HAVO;CE_VWO;DRBA1;DRBA2;DRBA3;DRBA4;DRBA5;DRBA6;DRBA7;DRBA8;DRBA9;DRBA10;DRBA11;DRBA12;DRBA13;DRBA14;DRBA15;DRBA16;DRBA17;DRBA18;JAAR_mean;N_BREAK
1813,0000;2215,0000;10,1085;180,2313;64,9025;255,2422;50825,5275;620869,6018;63769,2720;0,1258;0,3245;0,5482;53,8046;47,2450;42,7708;0,0530;0,1725;0,3360;15,8749;12,7213;2,4352;15532543,1260;844708,2413;10318705,8865;1059830,2128;2249468,5726;74944,8176;68029,2875;14653,0916;1,7055;368,0000;2007,0000;18,0000;6,0000;17,0000;15059385,5885;2,0000;0,2121;6,0000;22,0000;17,0000;9,0000;9,0000;0,3184;1,0000;0,9854;0,4125;0,8181;63,0000;0,0000;67,0066;0,7676;0,0111;0,0097;0,0147;0,0564;0,0482;0,0923;1,0000;83564,5664;57252,5901;16329,5746;67,6170;66,0196;67,4151;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;2004,5000;6,0000
1819,0000;334,0000;1,0000;23,7714;3,6750;28,4464;4485,8541;77000,1587;3404,3400;0,0000;0,2749;0,1893;54,0000;41,5569;36,5440;0,0000;0,2978;0,5701;25,0000;8,6747;1,4805;2042930,9397;76730,5762;1317088,4323;58231,2679;532649,3953;74944,8176;68029,2875;14653,0916;1,5496;369,0000;2007,0000;18,0000;5,0000;5,0000;2035789,5604;1,0000;0,3206;3,0000;17,0000;12,0000;4,0000;6,0000;0,3377;0,0000;0,9897;0,2078;0,8380;42,0000;2,6524;60,4242;0,8158;0,0149;0,0000;0,0149;0,0149;0,0509;0,0885;1,0000;76730,5762;55406,4309;15845,2430;60,4242;#NULL!;#NULL!;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;2004,5000;6,0000
1837,0000;935,0000;4,2579;77,0487;10,6707;91,9772;9358,5765;285267,2990;11585,5074;0,0000;0,3706;0,4654;52,2001;48,2086;38,6355;0,0000;0,2388;0,0988;20,2144;15,8664;2,9326;7382392,1443;172824,0092;5268006,1227;213948,5463;1513664,9199;82801,4363;79948,8262;17897,1421;1,5710;372,0000;2007,0000;7,0000;7,0000;3,0000;7677417,2002;1,0000;0,2204;6,0000;11,0000;12,0000;8,0000;4,0000;0,4275;1,0000;0,9617;0,1384;0,8455;41,0000;12,5214;62,8197;0,5685;0,0117;0,0488;0,1279;0,0512;0,1036;0,0883;1,0000;40589,1441;68372,4623;20050,1884;63,5500;64,4872;60,6279;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1867,0000;1223,0000;8,8576;81,0169;18,9245;108,7990;46062,5069;293617,1782;18095,3556;0,0226;0,3484;0,7676;54,6660;43,5364;45,8337;0,0701;0,1653;0,1132;26,1673;14,0175;3,2266;8006508,4331;804060,7233;5125340,6832;315870,0149;1445366,9968;75483,6210;72761,6682;16051,7808;1,7241;379,0000;2007,0000;13,0000;8,0000;6,0000;8036419,5818;1,0000;0,1577;6,0000;16,0000;19,0000;10,0000;7,0000;0,7730;1,0000;0,9623;0,1353;0,7857;58,0000;2,6524;64,9012;0,7382;0,0018;0,0242;0,0602;0,0276;0,0752;0,0728;1,0000;90776,0826;63262,6289;16691,0674;64,1538;64,4848;65,5714;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1873,0000;1149,0000;4,4315;72,0366;7,3308;83,7989;19509,0714;246604,4561;7910,3496;0,0800;0,3098;0,1869;47,8300;41,5936;19,5360;0,0000;0,1666;0,1457;4,8300;7,4256;0,6019;6657543,3053;364976,3651;4613484,4735;147987,0863;1383108,2941;76896,9881;75031,0540;16396,1541;1,9051;380,0000;2007,0000;15,0000;8,0000;1,0000;6781555,9792;1,0000;0,1570;6,0000;9,0000;6,0000;5,0000;2,0000;0,4498;1,0000;0,9416;0,1291;0,8506;28,0000;2,6524;64,9434;0,7833;0,0063;0,0078;0,0138;0,0404;0,0614;0,0870;1,0000;82358,8171;64043,5771;20187,1345;68,3846;64,8444;64,1042;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1925,0000;265,0000;4,2078;30,2390;4,6577;39,1045;4872,7224;98484,1546;4613,8074;0,0000;0,3901;0,3309;56,6428;45,6658;39,3762;0,0000;0,1289;0,2603;10,0500;9,8408;2,7219;2601783,9376;82670,8425;1670886,9018;78278,0790;691670,0354;75483,6210;72761,6682;16051,7808;1,5478;393,0000;2007,0000;13,0000;4,0000;4,0000;2545305,9307;1,0000;0,1151;3,0000;11,0000;13,0000;4,0000;1,0000;0,9363;0,0000;0,8750;0,1330;0,8037;32,0000;2,6524;59,4231;0,1377;0,0000;0,1377;0,0688;0,5175;0,0922;0,0460;1,0000;19647,2039;55256,0274;16806,0632;59,4231;#NULL!;#NULL!;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1937,0000;1214,0000;5,5811;108,5129;17,9805;132,0745;26912,5639;363295,7226;16100,0044;0,1883;0,3902;0,4072;53,3910;44,3519;35,7843;0,0000;0,2727;0,2371;21,7734;12,2838;2,0649;9085756,3018;491437,3170;6633967,5431;293994,3956;1372362,6506;77233,1566;72764,3523;16165,2265;1,7591;395,0000;2007,0000;2,0000;7,0000;2,0000;9139979,9177;1,0000;0,2648;4,0000;11,0000;12,0000;8,0000;7,0000;0,0000;1,0000;0,9409;0,3922;0,7891;42,0000;0,0000;63,8750;0,8672;0,0010;0,0148;0,0108;0,0000;0,0544;0,0519;1,0000;88053,6701;61135,2708;16350,7754;64,1579;64,9024;62,3953;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2021,0000;1176,0000;6,7759;79,4455;14,0670;100,2884;31321,1862;269715,5031;15361,4246;0,3565;0,4327;0,6056;46,6274;42,5748;44,8168;0,0924;0,2564;0,2478;12,7545;11,4415;3,1676;7362668,4927;573553,3058;4939028,0889;281298,2816;1287490,5347;82437,6443;75800,1749;16802,7336;1,7985;417,0000;2007,0000;6,0000;8,0000;6,0000;7346807,2377;1,0000;0,2537;4,0000;5,0000;12,0000;5,0000;5,0000;0,1890;1,0000;0,9341;0,1778;0,8030;31,0000;2,6524;65,3393;0,7879;0,0016;0,0185;0,0200;0,0539;0,0462;0,0719;1,0000;84645,7566;62168,7825;19997,0489;65,0000;65,8723;64,9423;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2027,0000;1496,0000;7,4880;107,2713;23,7444;138,5038;40450,4415;373123,9194;23133,7371;0,0000;0,3654;0,6919;52,9880;46,1765;45,0423;0,0000;0,1239;0,5054;24,9903;15,3225;3,1446;10224973,4000;739332,9874;6819772,8259;422826,9043;1820213,7781;75483,6210;72761,6682;16051,7808;1,7012;418,0000;2007,0000;13,0000;7,0000;1,0000;9996753,9392;2,0000;0,1518;7,0000;21,0000;15,0000;6,0000;6,0000;0,6506;1,0000;0,9608;0,6369;0,8779;55,0000;0,1340;61,8908;0,6879;0,0000;0,0363;0,0432;0,0733;0,0491;0,1102;1,0000;98735,0606;63574,9971;17807,4390;63,9250;61,6944;60,1628;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2033,0000;580,0000;4,2374;38,9267;11,3552;54,5193;13844,4306;146437,6648;8561,3416;0,3309;0,4484;0,4148;47,4049;45,6625;47,7831;0,0000;0,2702;0,1463;12,7951;12,0861;2,5430;3685653,3863;252257,4310;2668220,1817;155995,0058;453185,7620;82403,4767;74814,4024;16832,3656;1,5720;419,0000;2007,0000;11,0000;10,0000;3,0000;3629501,4959;1,0000;0,2297;4,0000;14,0000;14,0000;8,0000;5,0000;0,7908;1,0000;0,9358;0,1409;0,8710;45,0000;2,6524;64,3478;0,7983;0,0057;0,0230;0,0281;0,0057;0,0498;0,0894;1,0000;59530,6731;68544,8169;13737,7443;#NULL!;#NULL!;64,3478;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2061,0000;1447,0000;9,4481;137,2499;25,2011;171,8991;46104,7573;441782,6123;25925,0204;0,2019;0,4178;0,6832;52,5177;43,8067;44,8058;0,0652;0,1866;0,5326;16,8833;10,4242;3,6949;11439217,7089;814435,9560;7804045,9440;457962,9093;1904809,9903;75483,6210;72761,6682;16051,7808;1,7546;424,0000;2007,0000;13,0000;6,0000;2,0000;11400432,3739;3,0000;0,1845;7,0000;12,0000;11,0000;3,0000;2,0000;0,9163;1,0000;0,9194;0,3059;0,7765;35,0000;4,5226;60,4511;0,5649;0,0036;0,0653;0,1121;0,0523;0,1057;0,0961;1,0000;86201,0305;56860,1054;18172,3381;61,6324;60,1667;58,0345;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2085,0000;592,0000;4,1729;40,8589;5,1784;50,2102;4872,7224;151217,0396;11580,4044;0,0800;0,4523;0,7700;50,1333;45,9331;50,4213;0,1067;0,4402;0,1383;6,3867;8,2759;3,2025;8698530,1895;202829,6047;6294487,9389;482040,3569;1237131,9320;81272,5159;75963,1277;17742,6778;1,6454;428,0000;2007,0000;4,0000;10,0000;4,0000;8499287,0053;1,0000;0,3952;5,0000;12,0000;14,0000;8,0000;2,0000;0,5945;1,0000;0,9444;0,0872;0,8958;41,0000;2,6524;67,1449;0,8199;0,0000;0,0109;0,0286;0,0103;0,0547;0,0755;1,0000;48606,6876;154054,2204;93086,6874;#NULL!;#NULL!;67,1449;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2091,0000;1368,0000;9,5585;77,4987;29,0444;116,1016;41347,9835;266672,3886;27379,7803;0,2998;0,4586;0,5563;45,2599;42,6923;46,1986;0,0000;0,4051;0,2729;7,6809;10,0141;3,0525;9658627,7001;929439,3386;5994386,8476;615455,5246;1503890,4647;82437,6443;75800,1749;16802,7336;1,7541;429,0000;2007,0000;6,0000;10,0000;6,0000;9470378,4766;1,0000;0,3196;3,0000;10,0000;15,0000;5,0000;5,0000;0,8076;1,0000;0,9441;0,0621;0,8470;38,0000;2,6524;65,6875;0,8306;0,0020;0,0174;0,0066;0,0179;0,0515;0,0741;1,0000;97236,9450;77348,2245;21190,1614;#NULL!;#NULL!;65,6875;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2139,0000;1947,0000;6,9177;143,4078;31,8329;182,1585;35564,4398;492034,7976;28994,9998;0,1024;0,3628;0,6575;54,4124;43,5471;46,2951;0,1024;0,1696;0,4335;14,8952;12,2717;2,8731;13343086,9313;642038,1231;8882611,3881;523441,2629;2771554,8943;82801,4363;79948,8262;17897,1421;1,7830;437,0000;2007,0000;7,0000;7,0000;2,0000;13740714,3351;2,0000;0,2007;8,0000;20,0000;21,0000;11,0000;6,0000;0,0743;0,0000;0,9240;0,2185;0,7707;66,0000;0,0000;61,4632;0,7872;0,0039;0,0102;0,0243;0,0432;0,0522;0,0791;1,0000;92810,7068;61939,5098;16443,3829;61,2316;62,0455;61,3922;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2169,0000;2149,0000;8,5006;170,5478;26,5189;205,5673;47295,0369;574818,4992;26611,3925;0,2639;0,5094;0,6627;52,1766;45,1772;42,8768;0,0000;0,2645;0,2524;24,7732;13,7145;2,3924;15216506,3484;862080,1762;10477624,4188;485064,7219;2906672,3096;82403,4767;74814,4024;16832,3656;1,7534;442,0000;2007,0000;11,0000;7,0000;2,0000;14975874,9770;4,0000;0,2499;6,0000;18,0000;16,0000;7,0000;5,0000;0,9559;1,0000;0,9413;0,0851;0,8157;52,0000;3,1507;64,0608;0,6927;0,0151;0,0297;0,0346;0,0379;0,0989;0,0911;1,0000;101414,4168;61435,1217;18291,2570;63,5890;62,4286;66,4808;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2175,0000;666,0000;3,0000;41,4224;7,6960;52,1184;14249,4807;146471,4944;9336,8365;0,0000;0,5128;0,2175;51,1333;43,5135;23,4125;0,0000;0,4141;0,1362;12,0667;8,4378;1,5717;4207257,7017;253298,0137;2603669,5219;165971,1099;1018347,9464;78354,7522;75733,7712;17161,3534;1,8613;443,0000;2007,0000;10,0000;10,0000;6,0000;4196850,4871;1,0000;0,3693;3,0000;7,0000;5,0000;6,0000;1,0000;0,6023;1,0000;0,9545;0,1479;0,9086;22,0000;2,6524;67,5738;0,8258;0,0000;0,0137;0,0255;0,0220;0,0412;0,0719;1,0000;84432,6712;62856,5588;21565,8927;#NULL!;#NULL!;67,5738;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2204,0000;1482,0000;5,1188;131,6612;28,1005;164,8805;24965,1727;442165,0439;34881,5977;0,0000;0,4438;0,4531;51,7931;44,7899;44,1327;0,0000;0,2789;0,5025;17,3374;11,2348;3,2553;15826020,9487;645190,9431;11427154,3581;901467,4645;1950740,7185;78424,9292;74204,4333;17063,2872;1,5534;449,0000;2007,0000;8,0000;7,0000;4,0000;15205866,8412;4,0000;0,2854;5,0000;9,0000;8,0000;5,0000;1,0000;0,7535;1,0000;0,9839;0,1438;0,8298;28,0000;1,3559;68,4314;0,5505;0,0042;0,0187;0,0679;0,1555;0,1415;0,0616;1,0000;126044,4333;86792,0933;32080,1502;64,6552;69,8529;70,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2246,0000;5971,0000;27,7573;468,3153;119,4558;615,5285;144004,0384;1600541,6457;120554,9316;0,0410;0,3395;0,5674;51,6770;43,7507;42,3655;0,0293;0,1629;0,2651;20,2109;11,4574;2,8791;43501140,9466;2501755,2171;27805910,5674;2094378,2730;9004718,6160;75483,6210;72761,6682;16051,7808;1,8876;457,0000;2007,0000;13,0000;7,0000;10,0000;43002513,2570;8,0000;0,1845;7,0000;21,0000;13,0000;8,0000;3,0000;0,7730;0,0000;0,9651;0,1353;0,8093;52,0000;2,7846;63,1004;0,7546;0,0000;0,0394;0,0541;0,0218;0,0530;0,0771;1,0000;90129,5696;59374,3310;17532,6629;61,4479;63,6667;65,0236;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2252,0000;1218,0000;5,9000;72,4482;17,0421;95,3903;25059,4558;271909,9565;18763,1586;0,2506;0,3583;0,5219;49,1331;45,7023;47,7749;0,0000;0,2075;0,4084;13,5022;12,8074;3,1388;7638956,9825;486460,9916;5278390,2514;364235,5533;1145634,6328;77533,9341;75312,3874;16873,4239;1,6766;458,0000;2007,0000;17,0000;9,0000;31,0000;7594401,2142;1,0000;0,2219;8,0000;12,0000;12,0000;4,0000;4,0000;0,7426;1,0000;0,9624;0,0477;0,8407;40,0000;2,6524;65,5726;0,8147;0,0054;0,0112;0,0166;0,0245;0,0384;0,0892;1,0000;82451,0155;72857,4382;21372,6919;#NULL!;65,5333;65,6094;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;2004,5000;6,0000
2264,0000;1633,0000;4,5950;123,1275;34,5624;162,2848;21754,2700;428602,4447;35001,6816;0,1782;0,3423;0,5587;48,9974;48,1417;46,7308;0,0584;0,2459;0,4438;11,1780;15,8015;3,1415;11464681,9314;409058,8055;8059273,1477;658157,9652;1680034,0479;74944,8176;68029,2875;14653,0916;1,7096;462,0000;2007,0000;18,0000;7,0000;17,0000;11244889,5502;3,0000;0,2669;5,0000;19,0000;9,0000;6,0000;5,0000;0,0000;1,0000;0,9300;0,5066;0,8554;44,0000;0,0328;63,4870;0,8528;0,0030;0,0014;0,0000;0,0103;0,0322;0,1003;1,0000;89022,5910;65454,7043;19042,6277;65,3800;62,2250;62,7969;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;2004,5000;6,0000
2324,0000;964,0000;4,2336;58,5944;4,9505;67,7785;14636,3490;217854,8368;5581,3860;0,1967;0,3123;0,2418;56,1233;46,8650;28,3663;0,0000;0,2852;0,1022;22,3933;16,5126;2,3603;6739720,5680;276392,3328;4113963,5688;105398,7095;2138567,2474;83087,6455;78046,4358;17866,7317;1,5257;474,0000;2007,0000;12,0000;9,0000;9,0000;6693272,6420;1,0000;0,2609;8,0000;16,0000;12,0000;5,0000;4,0000;0,9103;0,0000;0,8681;0,0211;0,7727;45,0000;2,6524;63,8487;0,7752;0,0061;0,0202;0,0285;0,0295;0,0423;0,0981;1,0000;65284,7514;70210,8587;21290,5256;#NULL!;62,4182;65,0781;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2330,0000;2068,0000;4,1922;126,4102;21,9524;152,5548;35065,0000;446670,7014;22368,0141;0,1571;0,4391;0,6982;52,0857;43,4583;47,4021;0,0000;0,2258;0,5579;16,1143;8,9758;2,9215;11957994,6073;651397,6106;8297739,2743;415527,4760;2177802,7703;78354,7522;75733,7712;17161,3534;1,7610;475,0000;2007,0000;10,0000;8,0000;4,0000;12449146,1170;1,0000;0,2286;7,0000;10,0000;12,0000;7,0000;6,0000;0,3227;1,0000;0,9617;0,2868;0,8745;42,0000;2,6524;63,5030;0,8709;0,0000;0,0215;0,0120;0,0052;0,0273;0,0631;1,0000;155382,3776;65641,3905;18928,5604;65,5000;63,3784;63,2716;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2336,0000;2178,0000;13,4432;236,6049;24,4804;274,5284;65624,5920;795508,9756;28208,4668;0,2471;0,4364;0,5879;51,8948;45,7567;40,5626;0,0000;0,1972;0,2598;16,7749;10,6137;3,0490;22294108,2950;1248458,4870;15133959,7242;536644,8565;4838400,3708;83087,6455;78046,4358;17866,7317;1,5392;476,0000;2007,0000;12,0000;6,0000;9,0000;21890799,4952;4,0000;0,1930;2,0000;14,0000;8,0000;9,0000;5,0000;0,9103;0,0000;0,9117;0,0211;0,8327;38,0000;16,2153;59,4257;0,2608;0,0436;0,0634;0,1333;0,2123;0,1881;0,0986;1,0000;92869,4589;63963,0126;21921,4229;60,4157;60,0750;53,4211;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2358,0000;1307,0000;3,9000;75,7599;17,1270;96,7869;17881,6993;258133,0707;17029,8799;0,0462;0,4467;0,7300;50,2051;45,0977;45,4728;0,0000;0,3790;0,5310;17,5795;7,6800;2,4821;8958190,6280;387488,4548;5593628,6077;369029,9093;2239013,7469;78354,7522;75733,7712;17161,3534;1,9812;480,0000;2007,0000;10,0000;8,0000;14,0000;9165040,8226;1,0000;0,3647;5,0000;10,0000;10,0000;4,0000;5,0000;0,9472;1,0000;0,8364;0,0680;0,6428;34,0000;2,6524;58,9065;0,7843;0,0038;0,0140;0,0298;0,0483;0,0487;0,0711;1,0000;99356,0140;73833,6324;21546,6754;60,7692;57,6667;59,6739;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2370,0000;876,0000;2,0000;47,1302;13,6528;62,7830;9358,5765;172573,8071;13545,7237;0,1619;0,3914;0,2941;51,0310;45,5806;47,0056;0,0000;0,3865;0,1685;4,2857;11,1863;2,4288;5156610,1904;184574,2940;3403582,6504;267155,2021;1034142,8418;82437,6443;75800,1749;16802,7336;1,7774;482,0000;2007,0000;6,0000;10,0000;8,0000;5139777,2767;1,0000;0,3350;4,0000;13,0000;13,0000;10,0000;3,0000;0,6612;1,0000;0,9412;0,0701;0,8475;43,0000;2,6524;67,1098;0,8308;0,0063;0,0032;0,0187;0,0268;0,0385;0,0756;1,0000;92287,1470;72216,6479;19567,7958;#NULL!;#NULL!;67,1098;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2376,0000;2065,0000;8,0000;117,7202;23,8474;149,5676;34652,2927;414236,1452;25456,7032;0,2274;0,4053;0,5111;50,3583;43,9514;49,9931;0,0000;0,2206;0,1738;16,3631;10,3593;3,4829;11617544,6478;670607,0951;8016488,2760;492649,8209;1945149,6348;75221,5403;74207,4852;16237,7614;1,6862;483,0000;2007,0000;16,0000;8,0000;31,0000;11668102,5676;1,0000;0,2106;3,0000;10,0000;10,0000;8,0000;6,0000;0,5545;1,0000;0,9806;0,1474;0,8103;37,0000;2,6524;62,1509;0,8792;0,0040;0,0071;0,0161;0,0224;0,0261;0,0451;1,0000;83825,8869;68097,8139;20658,4291;64,9286;62,3846;61,2453;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;2004,5000;6,0000
2424,0000;2111,0000;43,8432;182,6261;56,6837;283,1531;219537,7646;591932,0742;64596,8295;0,1963;0,4665;0,6185;54,1187;42,9931;39,1638;0,0825;0,2705;0,4150;8,3095;8,3412;2,1423;13101370,8214;2613222,6971;7045941,8861;768915,0938;1904376,0506;78354,7522;75733,7712;17161,3534;1,6460;495,0000;2007,0000;10,0000;7,0000;7,0000;12789950,5397;3,0000;0,2314;3,0000;6,0000;4,0000;1,0000;0,0000;0,9688;1,0000;0,9103;0,0673;0,7719;14,0000;14,8970;62,0741;0,3755;0,0108;0,0385;0,1457;0,0979;0,1787;0,1530;1,0000;59603,7744;38581,2411;13565,0104;59,5395;65,4688;65,1852;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2430,0000;1320,0000;9,0491;74,8547;16,2189;100,1227;36118,4452;278228,4847;15857,0975;0,1833;0,4977;0,5895;52,8633;43,6206;50,1435;0,0000;0,2644;0,0659;23,5459;12,2123;10,9384;7892305,1554;694124,0330;5346993,1136;304741,5916;1241704,8255;76896,9881;75031,0540;16396,1541;1,6652;496,0000;2007,0000;15,0000;9,0000;31,0000;7934250,9753;1,0000;0,2109;5,0000;13,0000;9,0000;8,0000;4,0000;0,6964;1,0000;0,9487;0,0994;0,8707;39,0000;2,6524;67,0360;0,8254;0,0021;0,0217;0,0246;0,0252;0,0342;0,0667;1,0000;76706,5696;71431,5876;18789,3172;#NULL!;65,8085;67,9375;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2436,0000;847,0000;5,7685;69,5848;11,8729;87,2262;25016,2976;188932,7144;10343,1337;0,2013;0,4298;0,5228;55,8880;43,5963;35,9549;0,0000;0,2638;0,4654;11,3935;7,2762;0,7285;6832170,8271;553321,6207;4178897,9876;228774,0418;1642403,1352;78354,7522;75733,7712;17161,3534;1,8090;497,0000;2007,0000;10,0000;7,0000;1,0000;6780322,6956;1,0000;0,2385;5,0000;15,0000;10,0000;6,0000;3,0000;0,9688;1,0000;0,9257;0,0673;0,7005;39,0000;19,6638;60,6465;0,0616;0,0141;0,1647;0,4305;0,0341;0,2393;0,0556;1,0000;95921,2309;60054,7316;19268,5900;63,4091;63,4250;56,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
